date,country_id,ab_group,ad_format,impression,revenue,dau
2026-02-21,Brazil,MAX,BANNER,5082,0.4687860000000028,120
2026-02-21,Brazil,MAX,INTER,601,7.64499,120
2026-02-21,Brazil,MAX,REWARD,172,2.445031,120
2026-02-21,Brazil,ULP,BANNER,5421,0.34183499999999994,124
2026-02-21,Brazil,ULP,INTER,634,5.165622,124
2026-02-21,Brazil,ULP,REWARD,172,2.410030999999999,124
2026-02-22,Brazil,MAX,BANNER,5137,0.41192900000000016,118
2026-02-22,Brazil,MAX,INTER,623,6.916228999999998,118
2026-02-22,Brazil,MAX,REWARD,189,2.338568,118
2026-02-22,Brazil,ULP,BANNER,6548,0.34346400000000005,116
2026-02-22,Brazil,ULP,INTER,778,3.8899529999999998,116
2026-02-22,Brazil,ULP,REWARD,183,2.012166,116
2026-02-23,Brazil,MAX,BANNER,5490,0.4341860000000036,110
2026-02-23,Brazil,MAX,INTER,568,10.232773000000002,110
2026-02-23,Brazil,MAX,REWARD,215,2.717618,110
2026-02-23,Brazil,ULP,BANNER,6854,0.381628,117
2026-02-23,Brazil,ULP,INTER,719,3.8324719999999983,117
2026-02-23,Brazil,ULP,REWARD,239,1.8431529999999996,117
2026-02-24,Brazil,MAX,BANNER,5213,0.3336860000000025,105
2026-02-24,Brazil,MAX,INTER,521,4.8100960000000015,105
2026-02-24,Brazil,MAX,REWARD,179,1.6884830000000002,105
2026-02-24,Brazil,ULP,BANNER,8479,0.4178839999999999,112
2026-02-24,Brazil,ULP,INTER,911,5.194009000000003,112
2026-02-24,Brazil,ULP,REWARD,300,2.8220990000000006,112
2026-02-25,Brazil,MAX,BANNER,4770,0.3467450000000009,106
2026-02-25,Brazil,MAX,INTER,457,5.677118000000001,106
2026-02-25,Brazil,MAX,REWARD,177,2.7374180000000004,106
2026-02-25,Brazil,ULP,BANNER,8355,0.4017530000000001,106
2026-02-25,Brazil,ULP,INTER,855,4.0610409999999995,106
2026-02-25,Brazil,ULP,REWARD,320,4.840754,106
2026-02-26,Brazil,MAX,BANNER,4370,0.35129900000000197,107
2026-02-26,Brazil,MAX,INTER,420,3.835677999999999,107
2026-02-26,Brazil,MAX,REWARD,133,1.2343029999999997,107
2026-02-26,Brazil,ULP,BANNER,5366,0.33315599999999995,97
2026-02-26,Brazil,ULP,INTER,569,5.281206999999998,97
2026-02-26,Brazil,ULP,REWARD,231,2.9933839999999994,97
2026-02-27,Brazil,MAX,BANNER,5080,0.3673770000000028,95
2026-02-27,Brazil,MAX,INTER,520,7.584137999999999,95
2026-02-27,Brazil,MAX,REWARD,147,2.036333,95
2026-02-27,Brazil,ULP,BANNER,5297,0.340295,102
2026-02-27,Brazil,ULP,INTER,486,2.799974,102
2026-02-27,Brazil,ULP,REWARD,156,1.4786689999999996,102
2026-02-28,Brazil,MAX,BANNER,4673,0.35249700000000145,113
2026-02-28,Brazil,MAX,INTER,490,8.008084,113
2026-02-28,Brazil,MAX,REWARD,131,1.4938669999999998,113
2026-02-28,Brazil,ULP,BANNER,6223,0.41960800000000015,112
2026-02-28,Brazil,ULP,INTER,595,3.1118370000000004,112
2026-02-28,Brazil,ULP,REWARD,214,2.215144,112
2026-03-01,Brazil,MAX,BANNER,5683,0.40261000000000235,128
2026-03-01,Brazil,MAX,INTER,645,10.148069,128
2026-03-01,Brazil,MAX,REWARD,167,1.9771820000000002,128
2026-03-01,Brazil,ULP,BANNER,6683,0.44555300000000003,126
2026-03-01,Brazil,ULP,INTER,699,5.391531,126
2026-03-01,Brazil,ULP,REWARD,224,1.841015,126
2026-03-02,Brazil,MAX,BANNER,5838,0.3777780000000015,107
2026-03-02,Brazil,MAX,INTER,587,4.643626999999999,107
2026-03-02,Brazil,MAX,REWARD,182,1.7204250000000003,107
2026-03-02,Brazil,ULP,BANNER,4235,0.350344,108
2026-03-02,Brazil,ULP,INTER,452,6.440272999999999,108
2026-03-02,Brazil,ULP,REWARD,138,0.6738600000000001,108
